seed,violations,score
0,116,5518
1,120,6136
2,120,6307
3,133,5533
4,116,5795
5,126,6209
6,124,6215
7,116,6110
8,119,6510
9,117,6528
10,130,5990
11,138,6552
12,120,6747
13,141,5986
14,125,6622
15,118,6402
16,128,6726
17,119,6779
18,116,6736
19,106,6389
20,120,6459
21,128,7129
22,128,6541
23,122,6103
24,127,6960
25,120,6581
26,129,6356
27,119,6303
28,140,6636
29,122,6386
30,132,6173
31,137,6586
32,117,6845
33,122,6606
34,136,6986
35,125,6611
36,125,6557
37,119,6718
38,115,6481
39,129,6550
40,125,6339
41,119,6813
42,130,6376
43,117,6413
44,110,6428
45,124,6849
46,117,6474
47,125,6255
48,129,6276
49,122,6684
50,145,6411
51,123,7105
52,121,6739
53,132,7031
54,125,6373
55,121,7047
56,127,6623
57,130,6221
58,138,6676
59,113,7043
60,118,6758
61,127,6489
62,94,6647
63,109,5882
64,130,6679
65,126,6827
66,133,6924
67,125,6301
68,126,6450
69,119,6433
70,126,6791
71,128,6469
72,150,6424
73,120,6394
74,131,6615
75,120,6615
76,120,6968
77,144,6746
78,118,6452
79,131,6631
80,123,6278
81,121,7054
82,122,6968
83,120,6749
84,113,6592
85,125,6535
86,109,6809
87,124,6596
88,141,6728
89,137,6723
90,123,6084
91,118,6754
92,133,6773
93,132,6860
94,128,6323
95,122,6855
96,126,6488
97,107,6040
98,125,6720
99,142,6194
100,119,6111
101,104,6419
102,123,6612
103,117,6416
104,120,6301
105,122,6650
106,132,7139
107,138,6673
108,120,6313
109,119,7060
110,128,6341
111,111,6836
112,127,6745
113,126,6713
114,138,6442
115,117,6604
116,127,6765
117,120,6441
118,121,6412
119,147,6853
120,132,6820
121,134,6476
122,124,6528
123,121,6389
124,124,6847
125,121,6003
126,130,6656
127,126,6424
128,127,6462
129,118,6301
130,145,6786
131,130,6877
132,118,6806
133,117,6740
134,109,6515
135,121,7188
136,138,6899
137,124,5669
138,125,6534
139,128,6432
140,121,6591
141,108,6558
142,113,6470
143,130,6815
144,137,6814
145,123,6459
146,128,6720
147,120,6660
148,112,7199
149,108,6827
150,125,6744
151,134,6158
152,114,6282
153,128,6240
154,139,6571
155,125,6530
156,130,6891
157,120,7065
158,128,6408
159,116,6798
160,122,6557
161,143,7063
162,138,6902
163,129,6249
164,118,6796
165,112,6725
166,121,6726
167,118,6546
168,126,6609
169,121,6400
170,133,6335
171,119,6029
172,127,6290
173,140,6634
174,111,6243
175,111,6920
176,119,6642
177,104,6390
178,103,6545
179,112,6632
180,119,6296
181,122,6654
182,107,6456
183,130,6409
184,124,6186
185,131,6825
186,126,6432
187,119,6794
188,136,6692
189,114,6777
190,122,6561
191,137,6564
192,123,6398
193,138,6560
194,124,6496
195,132,6536
196,134,6703
197,149,7106
198,114,6305
199,109,6650
200,111,6692
201,137,6337
202,113,6899
203,122,6672
204,127,6923
205,125,6686
206,130,6445
207,138,6507
208,102,6602
